2021 ,14 ,56 ,687 ,2285 ,31 ,2189 ,40000 
2021 ,14 ,61 ,914 ,2475 ,3 ,1373 ,15695 
2021 ,15 ,58 ,1063 ,2890 ,81 ,1120 ,6400 
2021 ,12 ,58 ,593 ,2214 ,778 ,539 ,5100 
2021 ,8 ,49 ,391 ,2734 ,1063 ,350 ,3178 
2021 ,9 ,65 ,792 ,2131 ,42 ,912 ,7250 
2021 ,12 ,65 ,800 ,2242 ,93 ,745 ,7826 
2021 ,7 ,66 ,859 ,2187 ,237 ,909 ,7103 
2021 ,6 ,70 ,614 ,2331 ,172 ,989 ,5352 
2021 ,18 ,77 ,1386 ,2051 ,5 ,2489 ,43653 
2021 ,18 ,72 ,1260 ,1946 ,9 ,942 ,16355 
2021 ,19 ,71 ,1937 ,1843 ,42 ,1220 ,18109 
2021 ,17 ,77 ,1168 ,2022 ,30 ,947 ,11413 
2021 ,22 ,74 ,1487 ,1756 ,84 ,842 ,11324 
2021 ,20 ,72 ,1894 ,1626 ,47 ,644 ,5900 
2021 ,16 ,56 ,1043 ,2407 ,52 ,934 ,11432 
2021 ,14 ,71 ,847 ,2211 ,76 ,1026 ,14136 
2021 ,17 ,61 ,1571 ,1797 ,110 ,1274 ,12691 
2021 ,18 ,78 ,1206 ,1573 ,23 ,1365 ,17717 
2021 ,18 ,77 ,1256 ,1578 ,45 ,1024 ,13271 
2021 ,23 ,76 ,1523 ,1955 ,7 ,1881 ,28232 
2021 ,23 ,76 ,959 ,1655 ,72 ,883 ,5121 
2021 ,21 ,71 ,2137 ,1477 ,162 ,465 ,2314 
2021 ,25 ,81 ,1909 ,1943 ,14 ,291 ,1900 
2021 ,19 ,76 ,1216 ,1055 ,259 ,3212 ,28077 
2021 ,17 ,81 ,910 ,1384 ,506 ,2120 ,19917 
2021 ,15 ,80 ,1405 ,1482 ,1071 ,610 ,4678 
2021 ,17 ,66 ,1021 ,3236 ,1891 ,850 ,7223 
2021 ,10 ,36 ,439 ,3068 ,3658 ,87 ,742 
2021 ,15 ,62 ,1007 ,1909 ,397 ,1287 ,10688 
2021 ,8 ,51 ,163 ,2483 ,1517 ,438 ,3227 
2021 ,7 ,53 ,454 ,2427 ,2261 ,248 ,1549 
2021 ,11 ,48 ,146 ,2718 ,1112 ,288 ,1777 
2021 ,8 ,52 ,259 ,2634 ,918 ,407 ,3600 
2020 ,14 ,52 ,528 ,2441 ,31 ,2189 ,36103 
2020 ,14 ,59 ,705 ,2566 ,3 ,1387 ,14084 
2020 ,15 ,58 ,658 ,2339 ,81 ,1124 ,5900 
2020 ,11 ,59 ,547 ,3103 ,778 ,530 ,4153 
2020 ,7 ,49 ,364 ,2818 ,1063 ,345 ,2785 
2020 ,9 ,63 ,752 ,2706 ,42 ,907 ,6800 
2020 ,12 ,63 ,853 ,2400 ,93 ,745 ,7030 
2020 ,7 ,66 ,662 ,2538 ,237 ,907 ,6638 
2020 ,5 ,70 ,783 ,3421 ,172 ,1000 ,5200 
2020 ,18 ,75 ,1555 ,1830 ,5 ,2428 ,38963 
2020 ,17 ,77 ,1218 ,1703 ,9 ,932 ,14818 
2020 ,18 ,73 ,1665 ,1608 ,42 ,1197 ,17000 
2020 ,16 ,82 ,1498 ,1818 ,30 ,937 ,10046 
2020 ,22 ,73 ,1211 ,1662 ,84 ,832 ,10020 
2020 ,19 ,75 ,2141 ,1397 ,47 ,626 ,5746 
2020 ,15 ,57 ,662 ,2970 ,52 ,924 ,10609 
2020 ,14 ,70 ,1096 ,2606 ,76 ,1011 ,12401 
2020 ,17 ,62 ,679 ,1677 ,110 ,1262 ,12003 
2020 ,17 ,81 ,2012 ,1654 ,23 ,1245 ,15616 
2020 ,18 ,79 ,1521 ,1293 ,45 ,1005 ,12143 
2020 ,23 ,79 ,1890 ,1642 ,7 ,1874 ,25069 
2020 ,22 ,79 ,1073 ,1493 ,72 ,874 ,4726 
2020 ,20 ,73 ,2342 ,1106 ,162 ,460 ,2138 
2020 ,25 ,80 ,1219 ,1742 ,14 ,287 ,1750 
2020 ,19 ,76 ,1183 ,1008 ,259 ,3209 ,25041 
2020 ,17 ,80 ,1212 ,927 ,506 ,2095 ,17717 
2020 ,15 ,82 ,1381 ,1287 ,1071 ,599 ,4312 
2020 ,17 ,69 ,1057 ,3281 ,1891 ,846 ,6734 
2020 ,10 ,37 ,428 ,3545 ,3658 ,87 ,692 
2020 ,15 ,64 ,622 ,1676 ,397 ,1296 ,10020 
2020 ,8 ,54 ,224 ,2405 ,1517 ,437 ,2878 
2020 ,6 ,56 ,428 ,2346 ,2261 ,247 ,1373 
2020 ,11 ,47 ,187 ,2611 ,1112 ,286 ,1390 
2020 ,9 ,51 ,194 ,2719 ,918 ,405 ,3337 
2019 ,19 ,76 ,1406 ,965 ,259 ,3188 ,23606 
2019 ,8 ,56 ,227 ,2666 ,918 ,355 ,3200 
2019 ,11 ,48 ,146 ,2661 ,1112 ,281 ,1350 
2019 ,6 ,57 ,537 ,2332 ,2261 ,245 ,1286 
2019 ,8 ,60 ,277 ,2353 ,1517 ,429 ,2853 
2019 ,15 ,61 ,575 ,1752 ,397 ,1235 ,9321 
2019 ,10 ,37 ,491 ,2955 ,3658 ,84 ,651 
2019 ,17 ,66 ,840 ,2393 ,1891 ,825 ,6200 
2019 ,15 ,82 ,1254 ,1215 ,1071 ,595 ,4040 
2019 ,16 ,84 ,1108 ,859 ,506 ,2041 ,17013 
2019 ,14 ,48 ,403 ,2542 ,31 ,2154 ,35371 
2019 ,26 ,80 ,1799 ,2018 ,14 ,277 ,1600 
2019 ,20 ,74 ,2534 ,1358 ,162 ,460 ,2106 
2019 ,22 ,80 ,1223 ,1563 ,72 ,734 ,4507 
2019 ,23 ,82 ,2459 ,1659 ,7 ,1831 ,23845 
2019 ,17 ,79 ,1218 ,1484 ,45 ,964 ,11574 
2019 ,17 ,78 ,1053 ,1622 ,23 ,1121 ,15000 
2019 ,17 ,56 ,633 ,1820 ,110 ,1035 ,11590 
2019 ,14 ,67 ,480 ,2228 ,76 ,992 ,11741 
2019 ,16 ,52 ,703 ,2386 ,52 ,891 ,9973 
2019 ,19 ,73 ,1613 ,1630 ,47 ,560 ,5596 
2019 ,21 ,74 ,1346 ,1573 ,84 ,824 ,9472 
2019 ,16 ,78 ,582 ,2049 ,30 ,819 ,9409 
2019 ,18 ,74 ,1650 ,1658 ,42 ,1161 ,16000 
2019 ,17 ,73 ,722 ,1799 ,9 ,928 ,13908 
2019 ,17 ,75 ,1404 ,1617 ,5 ,2440 ,37988 
2019 ,6 ,62 ,624 ,2480 ,172 ,995 ,5000 
2019 ,8 ,57 ,710 ,3011 ,237 ,754 ,6208 
2019 ,13 ,58 ,543 ,2570 ,93 ,745 ,7002 
2019 ,10 ,59 ,875 ,2427 ,42 ,895 ,6400 
2019 ,7 ,48 ,412 ,2730 ,1063 ,341 ,2791 
2019 ,12 ,52 ,313 ,2484 ,778 ,446 ,4000 
2019 ,15 ,54 ,471 ,2225 ,81 ,1103 ,5300 
2019 ,14 ,54 ,490 ,2597 ,3 ,1385 ,14104 
2018 ,14 ,49 ,547 ,2475 ,31 ,2154 ,30320 
2018 ,14 ,56 ,627 ,2435 ,3 ,1383 ,18810 
2018 ,15 ,53 ,352 ,2045 ,81 ,1095 ,4800 
2018 ,11 ,54 ,365 ,2563 ,778 ,442 ,3884 
2018 ,7 ,45 ,581 ,2588 ,1063 ,336 ,2601 
2018 ,9 ,59 ,482 ,2495 ,42 ,885 ,6000 
2018 ,12 ,61 ,566 ,2565 ,93 ,745 ,7669 
2018 ,7 ,59 ,607 ,2456 ,237 ,751 ,7577 
2018 ,5 ,64 ,651 ,2205 ,172 ,990 ,4900 
2018 ,18 ,74 ,1409 ,1836 ,5 ,2450 ,36012 
2018 ,17 ,73 ,1267 ,2027 ,9 ,924 ,13009 
2018 ,18 ,74 ,1810 ,1744 ,42 ,1125 ,14500 
2018 ,17 ,76 ,1496 ,1801 ,30 ,809 ,8100 
2018 ,21 ,73 ,1400 ,1488 ,84 ,817 ,8516 
2018 ,19 ,73 ,1551 ,1862 ,47 ,555 ,5450 
2018 ,15 ,55 ,880 ,2352 ,52 ,746 ,9474 
2018 ,14 ,69 ,686 ,2075 ,76 ,981 ,12002 
2018 ,17 ,58 ,610 ,2006 ,110 ,1014 ,10143 
2018 ,17 ,78 ,1111 ,1797 ,23 ,1108 ,14847 
2018 ,18 ,78 ,1242 ,1716 ,45 ,928 ,11003 
2018 ,22 ,82 ,1759 ,1538 ,7 ,1798 ,21002 
2018 ,22 ,79 ,1274 ,1653 ,72 ,725 ,4024 
2018 ,20 ,72 ,1803 ,1355 ,162 ,455 ,1901 
2018 ,24 ,82 ,2135 ,2041 ,14 ,268 ,1540 
2018 ,19 ,75 ,1186 ,1179 ,259 ,3163 ,21589 
2018 ,16 ,82 ,1250 ,1203 ,506 ,1981 ,15045 
2018 ,15 ,80 ,1257 ,1060 ,1071 ,583 ,3725 
2018 ,16 ,71 ,1085 ,2267 ,1891 ,803 ,5750 
2018 ,9 ,38 ,534 ,3055 ,3658 ,81 ,618 
2018 ,16 ,59 ,459 ,2056 ,397 ,1191 ,8350 
2018 ,8 ,60 ,427 ,2434 ,1517 ,422 ,2660 
2018 ,6 ,59 ,519 ,2380 ,2261 ,242 ,1224 
2018 ,11 ,46 ,280 ,2796 ,1112 ,272 ,1224 
2018 ,7 ,55 ,325 ,2750 ,918 ,351 ,3100 
2017 ,14 ,50 ,576 ,2600 ,31 ,2171 ,26545 
2017 ,14 ,55 ,513 ,2453 ,3 ,1410 ,18549 
2017 ,15 ,54 ,559 ,2243 ,81 ,1088 ,4500 
2017 ,11 ,57 ,521 ,2622 ,778 ,438 ,3500 
2017 ,8 ,44 ,325 ,2746 ,1063 ,330 ,2433 
2017 ,9 ,59 ,464 ,2556 ,42 ,871 ,5700 
2017 ,12 ,58 ,522 ,2684 ,93 ,720 ,7364 
2017 ,7 ,60 ,694 ,2802 ,237 ,749 ,6970 
2017 ,5 ,64 ,481 ,2277 ,172 ,980 ,4717 
2017 ,18 ,71 ,1389 ,1809 ,5 ,2430 ,30100 
2017 ,17 ,72 ,1255 ,2037 ,9 ,919 ,11894 
2017 ,18 ,71 ,1442 ,1818 ,42 ,1100 ,13161 
2017 ,17 ,75 ,952 ,1676 ,30 ,830 ,7367 
2017 ,21 ,73 ,1478 ,1632 ,84 ,774 ,7504 
2017 ,19 ,73 ,1699 ,1854 ,47 ,546 ,5300 
2017 ,16 ,54 ,616 ,2377 ,52 ,732 ,8905 
2017 ,14 ,67 ,729 ,2314 ,76 ,972 ,11037 
2017 ,17 ,60 ,599 ,2116 ,110 ,1000 ,9130 
2017 ,17 ,81 ,1107 ,1662 ,23 ,1090 ,13400 
2017 ,18 ,77 ,1684 ,1499 ,45 ,903 ,10200 
2017 ,22 ,80 ,2067 ,1672 ,7 ,1746 ,19872 
2017 ,22 ,80 ,1549 ,1632 ,72 ,715 ,4119 
2017 ,20 ,72 ,2183 ,1348 ,162 ,455 ,2045 
2017 ,25 ,82 ,2009 ,1994 ,14 ,260 ,1421 
2017 ,19 ,75 ,1246 ,1154 ,259 ,3150 ,19423 
2017 ,17 ,81 ,967 ,1157 ,506 ,1700 ,13931 
2017 ,15 ,80 ,1166 ,1101 ,1071 ,570 ,3279 
2017 ,16 ,73 ,1186 ,2349 ,1891 ,780 ,5300 
2017 ,10 ,36 ,551 ,3070 ,3658 ,75 ,587 
2017 ,16 ,59 ,649 ,1966 ,397 ,1134 ,7470 
2017 ,8 ,57 ,303 ,2439 ,1517 ,414 ,2500 
2017 ,6 ,57 ,464 ,2556 ,2261 ,240 ,1132 
2017 ,11 ,47 ,211 ,2895 ,1112 ,265 ,1619 
2017 ,8 ,59 ,310 ,2668 ,918 ,346 ,2900 
2016 ,14 ,52 ,669 ,2502 ,31 ,2173 ,24899 
2016 ,14 ,58 ,609 ,2327 ,3 ,1443 ,17885 
2016 ,15 ,58 ,713 ,1917 ,81 ,1078 ,4000 
2016 ,11 ,59 ,528 ,2730 ,778 ,434 ,3200 
2016 ,7 ,49 ,531 ,2838 ,1063 ,325 ,2237 
2016 ,9 ,63 ,968 ,2422 ,42 ,861 ,5300 
2016 ,7 ,63 ,891 ,2711 ,237 ,746 ,6372 
2016 ,5 ,69 ,538 ,2181 ,172 ,975 ,4375 
2016 ,18 ,75 ,1596 ,1669 ,5 ,2467 ,27500 
2016 ,17 ,73 ,1808 ,1856 ,9 ,914 ,10819 
2016 ,18 ,75 ,1797 ,1522 ,42 ,1060 ,11709 
2016 ,17 ,76 ,1502 ,1654 ,30 ,852 ,6544 
2016 ,21 ,77 ,2263 ,1287 ,84 ,755 ,6492 
2016 ,19 ,75 ,1869 ,1799 ,47 ,537 ,5150 
2016 ,15 ,57 ,1008 ,2214 ,52 ,710 ,8371 
2016 ,16 ,63 ,833 ,1916 ,110 ,980 ,7994 
2016 ,17 ,80 ,1827 ,1615 ,23 ,1070 ,11900 
2016 ,18 ,83 ,1705 ,1503 ,45 ,880 ,9324 
2016 ,22 ,82 ,2940 ,1452 ,7 ,1678 ,18560 
2016 ,22 ,80 ,1546 ,1583 ,72 ,705 ,3703 
2016 ,25 ,82 ,1914 ,2084 ,14 ,255 ,1258 
2016 ,20 ,76 ,1348 ,1228 ,259 ,3130 ,18300 
2016 ,17 ,82 ,984 ,1089 ,506 ,1300 ,11874 
2016 ,15 ,80 ,1046 ,1160 ,1071 ,560 ,2828 
2016 ,16 ,73 ,1150 ,2128 ,1891 ,750 ,4900 
2016 ,10 ,37 ,552 ,3020 ,3658 ,70 ,552 
2016 ,16 ,59 ,456 ,2140 ,397 ,1080 ,6257 
2016 ,8 ,56 ,310 ,2735 ,1517 ,406 ,2400 
2016 ,7 ,57 ,444 ,2690 ,2261 ,237 ,1043 
2016 ,11 ,50 ,265 ,2846 ,1112 ,260 ,1411 
2016 ,8 ,60 ,387 ,2720 ,918 ,342 ,2700 
